"brand","cohort","sex","wt","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2021","2022","2023","2024"
"2671",1994,"M",19.2,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2672",1994,"M",21.6,1,19,3,4,5,6,7,8,9,10,19,12,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2675",1994,"M",23.8,1,19,19,19,5,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2679",1994,"M",26.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2682",1994,"M",16.6,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2686",1994,"M",23.2,1,19,3,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2693",1994,"M",15.8,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2694",1994,"M",21.6,1,19,19,4,5,6,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2697",1994,"M",19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2700",1994,"M",23.9,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2701",1994,"M",22.4,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2708",1994,"M",20.8,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2714",1994,"M",17.2,1,2,3,4,19,6,7,19,19,10,19,12,13,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2718",1994,"M",22,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2733",1994,"M",21.8,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2737",1994,"M",23,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2742",1994,"M",20.8,1,19,19,4,5,6,7,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2744",1994,"M",20.8,1,19,19,19,19,19,19,8,9,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2754",1994,"M",19.4,1,19,19,4,5,6,7,8,9,10,11,12,13,14,15,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2756",1994,"M",23.6,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2759",1994,"M",19.6,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2768",1994,"M",22.2,1,2,19,4,5,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2773",1994,"M",14.4,1,19,19,19,19,19,7,19,19,19,11,12,19,19,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2777",1994,"M",17.4,1,19,3,4,5,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2783",1994,"M",15.6,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2789",1994,"M",18.2,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2795",1994,"M",19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2797",1994,"M",18.9,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2799",1994,"M",17.2,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2805",1994,"M",25,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2809",1994,"M",18,1,19,3,4,5,6,7,8,9,10,19,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2811",1994,"M",17.5,1,2,3,4,5,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2814",1994,"M",23.8,1,19,19,19,5,6,7,8,9,19,11,12,13,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2819",1994,"M",19.6,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2823",1994,"M",15.8,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"2826",1994,"M",20.8,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
