"brand","cohort","sex","wt","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"6920",2002,"F",22.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6921",2002,"F",14.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6922",2002,"F",16.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6923",2002,"F",22,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6925",2002,"F",17,19,19,1,19,19,19,19,19,7,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6927",2002,"F",16.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6928",2002,"F",13,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6935",2002,"F",19.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6936",2002,"F",12.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6937",2002,"F",13.2,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6938",2002,"F",18.2,19,19,1,19,3,4,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6940",2002,"F",16.8,19,19,1,2,19,4,5,6,7,8,9,10,11,12,13,14,15,16,19,19,19,19,19,19,19
"6942",2002,"F",13.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6945",2002,"F",18.8,19,19,1,19,3,4,5,6,7,19,9,10,11,12,19,19,19,19,19,19,19,19,19,19,19
"6947",2002,"F",20,19,19,1,19,19,19,5,19,7,19,9,19,19,19,13,19,19,19,19,19,19,19,19,19,19
"6948",2002,"F",15.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6951",2002,"F",16.2,19,19,1,19,3,4,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6953",2002,"F",15.8,19,19,1,19,19,4,5,6,7,8,9,10,11,12,19,19,19,19,19,19,19,19,19,19,19
"6954",2002,"F",14.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6955",2002,"F",19,19,19,1,19,19,4,5,19,19,19,19,19,19,12,19,19,19,19,19,19,19,19,19,19,19
"6956",2002,"F",16.2,19,19,1,19,3,19,19,19,7,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6958",2002,"F",17,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6959",2002,"F",13.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6960",2002,"F",15,19,19,1,2,19,19,19,6,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6961",2002,"F",17.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6962",2002,"F",13.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6964",2002,"F",12.8,19,19,1,19,3,4,5,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6965",2002,"F",18,19,19,1,2,19,4,5,6,7,8,19,10,11,12,13,14,15,16,17,18,19,18,19,19,18
"6966",2002,"F",15,19,19,1,2,3,4,5,6,7,8,9,10,11,12,13,19,19,19,19,19,19,19,19,19,19
"6967",2002,"F",21.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6969",2002,"F",14,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6970",2002,"F",19.4,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6971",2002,"F",18.8,19,19,1,19,19,4,19,6,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6972",2002,"F",16,19,19,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,19,19,19,19,19,19,19
"6973",2002,"F",15.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6975",2002,"F",16.2,19,19,1,19,19,19,5,19,7,8,19,19,19,12,13,19,19,19,19,19,19,19,19,19,19
"6976",2002,"F",19.6,19,19,1,19,3,4,5,19,7,8,9,10,11,12,13,14,15,16,17,18,19,18,19,19,18
"6977",2002,"F",18.2,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6979",2002,"F",16.2,19,19,1,19,3,4,19,19,19,19,19,19,19,12,13,19,19,19,19,19,19,19,19,19,19
"6980",2002,"F",23.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6982",2002,"F",18,19,19,1,19,3,19,5,6,7,8,9,10,11,12,13,14,15,16,17,19,19,19,19,19,19
"6983",2002,"F",17.2,19,19,1,19,19,4,5,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6985",2002,"F",23,19,19,1,19,19,19,5,6,19,19,19,10,11,19,19,19,19,19,17,19,19,19,19,19,19
"6988",2002,"F",16.2,19,19,1,19,19,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,18,18,18,18
"6990",2002,"F",19.6,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,19,18,18,18,19
"6992",2002,"F",16.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6994",2002,"F",15.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6996",2002,"F",18,19,19,1,19,19,19,19,6,7,8,19,10,11,12,13,14,19,19,19,19,19,19,19,19,19
"7000",2002,"F",13.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7001",2002,"F",17.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7003",2002,"F",13.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7007",2002,"F",19.4,19,19,1,19,3,4,5,6,19,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7008",2002,"F",20,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7010",2002,"F",16.2,19,19,1,2,19,19,19,6,7,8,19,19,19,12,13,19,19,19,19,19,19,19,19,19,19
"7011",2002,"F",16,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7012",2002,"F",12.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7013",2002,"F",17.6,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7015",2002,"F",14.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7017",2002,"F",20.6,19,19,1,2,19,4,5,6,19,19,19,19,19,12,19,19,15,19,19,19,19,19,19,19,19
"7019",2002,"F",16,19,19,1,19,19,19,19,6,19,8,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19
"7020",2002,"F",13.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7023",2002,"F",14.4,19,19,1,2,3,19,5,6,7,19,19,10,11,12,19,14,15,16,17,19,19,18,18,19,19
"7025",2002,"F",16.6,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7026",2002,"F",19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7027",2002,"F",14.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7029",2002,"F",15,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7030",2002,"F",15.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7031",2002,"F",16.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7033",2002,"F",14.2,19,19,1,2,3,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7034",2002,"F",16.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7037",2002,"F",16.4,19,19,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7038",2002,"F",13,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7041",2002,"F",14.8,19,19,1,2,19,4,5,6,7,8,19,10,11,12,13,14,15,16,19,18,19,18,18,19,19
"7042",2002,"F",21.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,16,17,19,19,19,19,19,19
"7043",2002,"F",14,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7046",2002,"F",17.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7048",2002,"F",15.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7049",2002,"F",20.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7050",2002,"F",18.6,19,19,1,19,3,19,19,19,19,8,19,10,11,12,13,14,15,16,17,19,19,19,19,19,19
"7051",2002,"F",14.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7052",2002,"F",16,19,19,1,19,3,4,5,6,19,8,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7053",2002,"F",16.2,19,19,1,19,3,19,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7054",2002,"F",17,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7056",2002,"F",14.4,19,19,1,19,19,4,5,6,7,8,19,10,11,12,19,19,19,19,19,19,19,19,19,19,19
"7057",2002,"F",17.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7058",2002,"F",19.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7060",2002,"F",16.6,19,19,1,2,19,4,5,19,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7061",2002,"F",22,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7062",2002,"F",12.6,19,19,1,19,3,19,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7064",2002,"F",17.4,19,19,1,19,19,4,5,6,7,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7066",2002,"F",17,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7071",2002,"F",14.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7072",2002,"F",16.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7073",2002,"F",15.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7075",2002,"F",20,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7076",2002,"F",18,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7077",2002,"F",19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7078",2002,"F",21,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7079",2002,"F",17.6,19,19,1,2,3,4,5,19,7,8,9,10,11,12,13,14,19,16,19,18,19,18,18,19,19
"7080",2002,"F",14.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7081",2002,"F",19,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,14,19,19,19,19,19,19,19,19,19
"7082",2002,"F",17.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7083",2002,"F",18,19,19,1,19,19,19,19,19,19,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7084",2002,"F",22.6,19,19,1,19,19,19,19,6,7,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7085",2002,"F",19,19,19,1,19,19,19,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7086",2002,"F",21.2,19,19,1,2,19,4,19,6,7,19,19,19,19,19,19,14,19,19,19,19,19,19,19,19,19
"7089",2002,"F",18.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7090",2002,"F",13.6,19,19,1,19,19,4,5,6,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7091",2002,"F",16.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7092",2002,"F",21.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7093",2002,"F",12.2,19,19,1,2,3,4,5,6,7,8,19,10,11,12,13,19,19,19,19,19,19,19,19,19,19
"7094",2002,"F",18.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7095",2002,"F",22.6,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7096",2002,"F",15.2,19,19,1,2,19,4,5,6,7,8,9,10,19,12,13,19,15,16,17,18,19,19,19,19,19
"7097",2002,"F",14,19,19,1,2,19,19,5,6,7,8,19,10,19,12,13,19,15,16,19,19,19,19,19,19,19
"7098",2002,"F",16.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7100",2002,"F",20,19,19,1,2,19,4,5,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7101",2002,"F",13.2,19,19,1,19,3,4,5,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7102",2002,"F",16.2,19,19,1,19,3,4,5,6,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7104",2002,"F",20,19,19,1,2,19,4,5,6,19,8,19,10,11,19,19,19,19,19,19,19,19,19,19,19,19
"7105",2002,"F",21.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7106",2002,"F",18.2,19,19,1,2,19,4,5,19,19,8,9,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7108",2002,"F",18.2,19,19,1,2,19,4,5,6,19,8,19,10,11,19,13,19,15,19,17,18,19,18,18,19,19
"7109",2002,"F",23.2,19,19,1,19,3,4,5,6,7,8,9,10,19,12,19,14,19,19,19,19,19,19,19,19,19
"7110",2002,"F",17.6,19,19,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7111",2002,"F",19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7112",2002,"F",19,19,19,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,19,19,19,19,19,19,19,19
"7113",2002,"F",13,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7114",2002,"F",16.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7117",2002,"F",14.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7119",2002,"F",19.8,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7120",2002,"F",18.6,19,19,1,19,3,4,5,6,7,8,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7122",2002,"F",16.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7123",2002,"F",18.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7124",2002,"F",16.2,19,19,1,2,19,19,5,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7125",2002,"F",17.2,19,19,1,2,3,4,5,19,19,8,19,10,19,12,19,14,19,19,19,19,19,19,19,19,19
"7126",2002,"F",15,19,19,1,19,3,4,5,6,7,8,19,10,11,12,13,14,15,16,19,19,19,19,19,19,19
"7129",2002,"F",15.6,19,19,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7130",2002,"F",19.6,19,19,1,2,19,4,5,6,7,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7135",2002,"F",14,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7136",2002,"F",18.6,19,19,1,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7137",2002,"F",16.2,19,19,1,2,19,4,19,6,19,8,19,10,11,12,19,14,15,16,17,18,19,18,18,18,19
"7138",2002,"F",18,19,19,1,19,19,4,19,6,7,8,9,10,11,12,13,14,19,19,19,19,19,19,19,19,19
"7139",2002,"F",19.2,19,19,1,19,19,19,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7140",2002,"F",17.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7141",2002,"F",18.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7142",2002,"F",15.8,19,19,1,19,19,4,5,6,7,8,9,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7143",2002,"F",18.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7144",2002,"F",15.2,19,19,1,2,3,4,5,6,7,8,19,19,11,12,13,14,15,19,19,19,19,19,19,19,19
"7145",2002,"F",21,19,19,1,19,3,4,5,6,7,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7147",2002,"F",17.4,19,19,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7148",2002,"F",18.6,19,19,1,19,19,4,5,19,7,8,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7149",2002,"F",14.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7150",2002,"F",17.4,19,19,1,2,19,19,19,6,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7151",2002,"F",16.4,19,19,1,19,19,4,5,6,7,8,19,10,11,12,13,14,15,16,17,18,19,19,19,19,19
"7153",2002,"F",19.8,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7154",2002,"F",13.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7156",2002,"F",15.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7157",2002,"F",17.2,19,19,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,18,18,18,18
"7159",2002,"F",21,19,19,1,19,19,4,19,19,7,8,9,10,11,12,13,14,19,19,19,19,19,19,19,19,19
"7160",2002,"F",18.2,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7163",2002,"F",26.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7164",2002,"F",16.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7165",2002,"F",15.4,19,19,1,19,19,19,5,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7166",2002,"F",16,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7167",2002,"F",14.8,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,19,19,19,19,19,19,19,19,19,19
"7168",2002,"F",15.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7169",2002,"F",19.2,19,19,1,2,3,4,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7170",2002,"F",15,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7171",2002,"F",15.4,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7172",2002,"F",19,19,19,1,2,3,4,5,6,7,8,9,10,11,12,19,19,15,19,19,19,19,19,19,19,19
"7173",2002,"F",21,19,19,1,2,19,19,19,19,7,8,9,10,19,19,19,19,19,19,19,19,19,19,19,19,19
"7174",2002,"F",16.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7175",2002,"F",19.2,19,19,1,19,3,4,5,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,18,19,19
"7176",2002,"F",15.6,19,19,1,19,3,19,5,6,7,8,9,10,11,12,19,19,19,19,19,19,19,19,19,19,19
"7177",2002,"F",19,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,19,19,19,19,19,19,19,19,19,19
"7178",2002,"F",16.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7179",2002,"F",18.8,19,19,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7180",2002,"F",20.2,19,19,1,19,19,19,5,6,7,8,9,19,11,12,13,14,15,19,19,19,19,19,19,19,19
"7181",2002,"F",13.6,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7182",2002,"F",18,19,19,1,19,3,4,5,6,7,8,19,10,11,19,13,14,15,19,19,19,19,19,19,19,19
"7183",2002,"F",20.6,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,14,15,19,19,19,19,19,19,19,19
"7184",2002,"F",17.2,19,19,1,2,3,4,5,6,19,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19
"7185",2002,"F",16.2,19,19,1,19,3,4,5,6,7,8,19,19,19,12,19,19,15,19,19,19,19,19,19,19,19
"7186",2002,"F",14.8,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7192",2003,"F",21.4,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7193",2003,"F",16.4,19,19,19,1,19,3,4,5,6,7,8,9,19,19,19,13,14,15,19,19,19,19,19,19,19
"7194",2003,"F",13.2,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7195",2003,"F",19.2,19,19,19,1,19,3,4,5,6,19,19,9,19,11,19,19,19,19,19,19,19,19,19,19,19
"7198",2003,"F",21.8,19,19,19,1,19,3,4,5,6,7,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19
"7200",2003,"F",16.4,19,19,19,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7201",2003,"F",19,19,19,19,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,19,19,19,19
"7202",2003,"F",16.8,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7203",2003,"F",19.8,19,19,19,1,19,3,4,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7209",2003,"F",16,19,19,19,1,19,3,4,5,6,19,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19
"7211",2003,"F",17.2,19,19,19,1,19,3,19,5,6,7,8,9,10,11,12,13,19,15,19,19,19,18,19,18,19
"7213",2003,"F",14.2,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7216",2003,"F",16,19,19,19,1,2,3,4,5,6,7,8,9,19,11,12,13,14,15,16,19,19,19,19,19,19
"7218",2003,"F",19.2,19,19,19,1,19,19,4,5,6,7,19,9,10,11,12,13,14,15,16,17,19,18,19,19,19
"7219",2003,"F",15.8,19,19,19,1,2,3,4,19,6,7,8,9,10,11,12,13,14,15,16,17,19,19,19,19,19
"7221",2003,"F",15.6,19,19,19,1,19,3,4,5,6,7,8,9,10,11,19,13,14,15,16,17,19,19,19,18,19
"7224",2003,"F",15.8,19,19,19,1,19,3,4,5,6,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7225",2003,"F",19.8,19,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,19,19,19,19
"7226",2003,"F",20.2,19,19,19,1,19,3,4,5,6,7,8,9,19,11,12,19,19,19,19,19,19,19,19,19,19
"7227",2003,"F",16.8,19,19,19,1,19,3,4,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7229",2003,"F",16.4,19,19,19,1,2,3,19,5,6,19,8,19,19,11,19,13,19,15,19,19,19,19,19,19,19
"7230",2003,"F",12.8,19,19,19,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,18,19,18,18
"7233",2003,"F",23,19,19,19,1,19,3,4,5,6,19,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7234",2003,"F",16.2,19,19,19,1,19,3,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7237",2003,"F",16.4,19,19,19,1,19,19,4,19,6,7,8,9,19,11,12,19,19,19,19,19,19,19,19,19,19
"7239",2003,"F",14.8,19,19,19,1,19,3,4,5,6,7,8,9,10,11,12,13,19,19,19,19,19,19,19,19,19
"7240",2003,"F",14.2,19,19,19,1,2,3,4,5,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7242",2003,"F",15.4,19,19,19,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7249",2003,"F",18.6,19,19,19,1,19,3,4,5,6,7,8,19,19,19,19,13,19,15,19,19,19,18,19,19,19
"7250",2003,"F",19.2,19,19,19,1,19,19,19,19,19,7,19,19,10,11,12,19,19,19,19,19,19,19,19,19,19
"7251",2003,"F",20.2,19,19,19,1,2,3,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7252",2003,"F",22.2,19,19,19,1,2,19,4,5,6,7,8,9,10,11,12,13,19,19,19,19,19,19,19,19,19
"7253",2003,"F",16.2,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7257",2003,"F",20.8,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
