"brand","cohort","sex","wt","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"9493",2008,"F",17.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9494",2008,"F",15.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9497",2008,"F",15.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9499",2008,"F",16.4,19,19,19,19,19,19,19,19,1,19,19,4,19,19,7,8,9,10,11,12,19,14,15,19,19
"9500",2008,"F",17,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9501",2008,"F",17.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9502",2008,"F",17.2,19,19,19,19,19,19,19,19,1,2,19,4,19,6,7,8,9,10,19,19,19,19,19,19,19
"9503",2008,"F",15,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9505",2008,"F",21.8,19,19,19,19,19,19,19,19,1,19,3,4,19,6,7,8,9,10,11,12,19,14,19,19,17
"9510",2008,"F",17.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,8,9,19,11,12,19,19,19,19,19
"9511",2008,"F",13.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9515",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,4,19,19,7,8,19,19,19,12,19,14,15,16,17
"9517",2008,"F",12.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9518",2008,"F",16.6,19,19,19,19,19,19,19,19,1,19,19,4,19,6,7,8,9,10,11,12,19,19,15,16,19
"9519",2008,"F",16,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9520",2008,"F",19.6,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9521",2008,"F",17.6,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9523",2008,"F",18.4,19,19,19,19,19,19,19,19,1,19,19,19,19,6,7,8,9,10,11,12,19,14,19,19,19
"9525",2008,"F",16.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9526",2008,"F",17,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9527",2008,"F",20,19,19,19,19,19,19,19,19,1,19,19,19,19,6,7,8,9,10,19,12,19,19,19,16,19
"9528",2008,"F",17.2,19,19,19,19,19,19,19,19,1,19,3,4,5,19,19,8,9,10,11,12,19,19,19,19,19
"9529",2008,"F",17.4,19,19,19,19,19,19,19,19,1,19,3,4,19,6,7,8,9,10,11,12,19,19,19,19,19
"9530",2008,"F",14.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9531",2008,"F",12.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9532",2008,"F",17,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9533",2008,"F",18.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9534",2008,"F",18.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9535",2008,"F",15.4,19,19,19,19,19,19,19,19,1,19,19,19,19,6,19,19,19,19,19,19,19,19,19,19,19
"9536",2008,"F",16.2,19,19,19,19,19,19,19,19,1,19,19,4,5,6,7,8,9,10,11,12,19,19,19,19,19
"9537",2008,"F",13.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9538",2008,"F",21,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9539",2008,"F",14.6,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9540",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,4,5,6,7,8,9,10,11,19,19,19,19,19,19
"9541",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9542",2008,"F",25,19,19,19,19,19,19,19,19,1,19,19,4,5,6,7,8,9,10,11,12,19,14,15,16,19
"9544",2008,"F",16.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9545",2008,"F",19,19,19,19,19,19,19,19,19,1,19,3,4,5,6,7,8,19,19,11,12,19,14,15,16,17
"9547",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9548",2008,"F",21.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9550",2008,"F",20,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9551",2008,"F",15.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9552",2008,"F",13,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9554",2008,"F",17.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9558",2008,"F",14.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9560",2008,"F",14.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9564",2008,"F",15.2,19,19,19,19,19,19,19,19,1,2,19,4,19,6,7,8,9,19,19,19,19,14,15,16,19
"9565",2008,"F",17.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9566",2008,"F",15.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9570",2008,"F",20.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9572",2008,"F",13.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9575",2008,"F",21,19,19,19,19,19,19,19,19,1,2,19,19,19,6,7,19,9,10,11,12,19,14,15,16,17
"9576",2008,"F",16.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9578",2008,"F",13.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9579",2008,"F",17.4,19,19,19,19,19,19,19,19,1,19,19,19,5,6,7,8,9,10,11,12,19,14,19,19,19
"9580",2008,"F",14.8,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9581",2008,"F",16,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9582",2008,"F",20,19,19,19,19,19,19,19,19,1,19,3,4,5,6,7,8,9,10,11,19,19,14,19,16,19
"9583",2008,"F",17.6,19,19,19,19,19,19,19,19,1,19,19,19,5,6,7,19,9,10,11,12,19,19,19,19,19
"9586",2008,"F",23.8,19,19,19,19,19,19,19,19,1,19,19,4,5,6,7,19,19,10,11,12,19,14,15,19,17
"9587",2008,"F",14.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9591",2008,"F",17,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9594",2008,"F",15.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9597",2008,"F",19.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9599",2008,"F",18.6,19,19,19,19,19,19,19,19,1,19,3,4,19,6,7,8,9,10,11,12,19,14,19,19,19
"9602",2008,"F",14.4,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9603",2008,"F",13.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9604",2008,"F",14.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9605",2008,"F",14.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9607",2008,"F",20,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9609",2008,"F",19.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9610",2008,"F",21,19,19,19,19,19,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9611",2008,"F",21.8,19,19,19,19,19,19,19,19,1,2,19,19,5,6,7,8,19,19,19,19,19,19,19,19,19
"9614",2008,"F",16.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9615",2008,"F",21,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9618",2008,"F",18.4,19,19,19,19,19,19,19,19,1,2,3,4,5,19,19,19,19,19,11,19,19,14,15,16,19
"9619",2008,"F",16.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9620",2008,"F",17.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9621",2008,"F",18,19,19,19,19,19,19,19,19,1,19,3,4,5,6,7,8,19,10,11,19,19,19,19,19,19
"9622",2008,"F",18.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9623",2008,"F",20.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9624",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9625",2008,"F",15,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9626",2008,"F",17.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9627",2008,"F",18.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9628",2008,"F",14,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9629",2008,"F",17,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9630",2008,"F",16,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9631",2008,"F",19.2,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9632",2008,"F",14.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9633",2008,"F",13,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9634",2008,"F",20.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9635",2008,"F",16,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9636",2008,"F",19,19,19,19,19,19,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9637",2008,"F",14.2,19,19,19,19,19,19,19,19,1,2,3,19,5,6,7,8,9,10,11,12,19,14,15,16,17
"9638",2008,"F",15.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9639",2008,"F",14.6,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9641",2008,"F",13.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9643",2008,"F",14.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9646",2008,"F",21,19,19,19,19,19,19,19,19,1,19,3,19,19,19,7,19,9,10,11,12,19,14,19,16,17
"9648",2008,"F",20,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9649",2008,"F",16.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9650",2008,"F",13,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9653",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9654",2008,"F",18,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9656",2008,"F",19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9658",2008,"F",18.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9659",2008,"F",15.4,19,19,19,19,19,19,19,19,1,19,3,4,19,6,7,8,9,19,19,19,19,19,19,19,19
"9660",2008,"F",17.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9661",2008,"F",20.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9663",2008,"F",20,19,19,19,19,19,19,19,19,1,19,3,4,5,6,19,19,19,10,11,12,19,19,15,19,19
"9664",2008,"F",17.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9665",2008,"F",15.6,19,19,19,19,19,19,19,19,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19
"9669",2008,"F",17.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9671",2008,"F",21.8,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9673",2008,"F",15.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9674",2008,"F",19.4,19,19,19,19,19,19,19,19,1,19,19,4,19,6,7,8,19,19,11,12,19,14,15,16,19
"9676",2008,"F",20.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9677",2008,"F",23.4,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9678",2008,"F",19.8,19,19,19,19,19,19,19,19,1,2,19,4,5,6,7,19,19,19,19,19,19,19,19,19,19
"9679",2008,"F",20.6,19,19,19,19,19,19,19,19,1,19,19,4,5,6,7,8,19,10,19,12,19,14,19,16,17
"9680",2008,"F",20.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9681",2008,"F",16.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9682",2008,"F",14.2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9683",2008,"F",15.4,19,19,19,19,19,19,19,19,1,19,19,4,5,6,7,8,9,10,19,19,19,19,19,19,19
"9684",2008,"F",16.2,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9689",2009,"F",15,19,19,19,19,19,19,19,19,19,1,19,19,4,19,19,7,8,9,10,11,19,19,19,19,19
"9690",2009,"F",20.4,19,19,19,19,19,19,19,19,19,1,2,19,19,5,6,7,8,9,19,11,19,13,19,15,19
"9691",2009,"F",12,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9693",2009,"F",14.2,19,19,19,19,19,19,19,19,19,1,19,3,19,5,19,19,19,19,10,11,19,19,19,19,19
"9694",2009,"F",16,19,19,19,19,19,19,19,19,19,1,19,3,4,19,19,19,19,19,19,19,19,19,19,19,19
"9695",2009,"F",13,19,19,19,19,19,19,19,19,19,1,19,3,4,5,19,7,8,9,10,19,19,13,19,19,19
"9697",2009,"F",19,19,19,19,19,19,19,19,19,19,1,2,3,4,5,6,19,19,9,19,19,19,19,19,19,19
"9705",2009,"F",13,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,7,19,19,19,19,19,19,19,19,19
"9707",2009,"F",19.2,19,19,19,19,19,19,19,19,19,1,19,3,4,19,6,19,19,19,19,19,19,19,19,19,19
"9710",2009,"F",24,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9711",2009,"F",16,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9712",2009,"F",23.8,19,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9713",2009,"F",13.6,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9715",2009,"F",16.4,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9716",2009,"F",16.6,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9722",2009,"F",15.2,19,19,19,19,19,19,19,19,19,1,2,19,19,19,6,19,19,9,19,19,19,19,19,19,19
"9723",2009,"F",17.6,19,19,19,19,19,19,19,19,19,1,19,19,4,19,19,19,8,9,19,11,19,13,14,15,16
"9724",2009,"F",16.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9727",2009,"F",18.4,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9728",2009,"F",14.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9730",2009,"F",20.8,19,19,19,19,19,19,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19
"9735",2009,"F",14.2,19,19,19,19,19,19,19,19,19,1,19,3,19,19,6,7,8,9,10,11,19,19,14,15,19
"9736",2009,"F",16,19,19,19,19,19,19,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19
"9737",2009,"F",18,19,19,19,19,19,19,19,19,19,1,19,19,19,19,6,7,8,9,10,19,19,19,19,19,19
"9738",2009,"F",16.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9739",2009,"F",15,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9744",2009,"F",23.8,19,19,19,19,19,19,19,19,19,1,19,3,4,19,19,19,19,19,19,19,19,19,19,19,19
"9745",2009,"F",12.8,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9748",2009,"F",15,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19
"9749",2009,"F",15,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9757",2009,"F",19.2,19,19,19,19,19,19,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19
"9758",2009,"F",15.2,19,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9761",2009,"F",18.4,19,19,19,19,19,19,19,19,19,1,19,3,4,5,6,7,8,19,19,19,19,19,19,19,19
"9762",2009,"F",20.8,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9763",2009,"F",17,19,19,19,19,19,19,19,19,19,1,19,19,4,5,19,19,19,19,19,19,19,19,19,19,19
"9765",2009,"F",18.6,19,19,19,19,19,19,19,19,19,1,19,19,19,5,6,7,8,9,10,19,19,19,19,19,19
"9766",2009,"F",17.2,19,19,19,19,19,19,19,19,19,1,19,3,4,19,6,7,8,9,19,11,19,19,19,19,19
"9767",2009,"F",19,19,19,19,19,19,19,19,19,19,1,19,3,19,19,6,19,19,19,19,19,19,19,19,19,19
"9768",2009,"F",16.6,19,19,19,19,19,19,19,19,19,1,19,3,19,19,6,19,8,9,10,11,19,19,14,15,19
"9775",2009,"F",17.6,19,19,19,19,19,19,19,19,19,1,19,19,19,5,19,19,19,19,10,19,19,19,19,19,19
"9777",2009,"F",16.8,19,19,19,19,19,19,19,19,19,1,2,3,4,5,6,19,8,9,10,19,19,13,14,19,16
"9780",2009,"F",19.8,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9782",2009,"F",16.2,19,19,19,19,19,19,19,19,19,1,19,3,19,19,6,7,19,9,10,11,19,13,14,15,16
"9783",2009,"F",19.4,19,19,19,19,19,19,19,19,19,1,2,3,4,5,6,19,8,9,10,11,19,13,14,15,19
"9784",2009,"F",13.8,19,19,19,19,19,19,19,19,19,1,2,3,4,5,6,7,8,9,10,11,19,13,19,19,19
"9786",2009,"F",17,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9787",2009,"F",21.4,19,19,19,19,19,19,19,19,19,1,19,19,4,5,19,7,8,9,10,19,19,19,19,19,19
"9789",2009,"F",20,19,19,19,19,19,19,19,19,19,1,2,19,4,5,6,19,8,9,19,11,19,19,19,19,19
"9790",2009,"F",18.4,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9791",2009,"F",13.8,19,19,19,19,19,19,19,19,19,1,2,19,19,5,19,19,19,19,19,19,19,19,19,19,19
"9792",2009,"F",17.4,19,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9794",2009,"F",20.6,19,19,19,19,19,19,19,19,19,1,19,3,4,19,19,7,19,19,19,19,19,19,19,19,19
"9795",2009,"F",16,19,19,19,19,19,19,19,19,19,1,19,19,19,5,19,7,8,19,10,11,19,19,19,19,19
"9796",2009,"F",16.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9797",2009,"F",16.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9799",2009,"F",17.8,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9800",2009,"F",16,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9801",2009,"F",17.4,19,19,19,19,19,19,19,19,19,1,2,3,4,19,19,7,8,19,19,19,19,19,19,19,19
"9802",2009,"F",16.6,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9804",2009,"F",15.6,19,19,19,19,19,19,19,19,19,1,2,3,4,5,6,7,8,9,10,11,19,13,14,15,16
"9805",2009,"F",13.8,19,19,19,19,19,19,19,19,19,1,19,3,4,5,19,7,8,9,10,11,19,13,19,19,19
"9807",2009,"F",17.2,19,19,19,19,19,19,19,19,19,1,19,3,19,5,6,19,19,19,19,19,19,19,19,19,19
"9809",2009,"F",20,19,19,19,19,19,19,19,19,19,1,19,19,19,5,6,7,8,9,10,11,19,19,19,19,19
"9810",2009,"F",17,19,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9811",2009,"F",20,19,19,19,19,19,19,19,19,19,1,19,3,4,5,19,7,8,19,19,19,19,19,19,19,19
"9813",2009,"F",13.6,19,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9814",2009,"F",14.8,19,19,19,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9815",2009,"F",18.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9816",2009,"F",14.6,19,19,19,19,19,19,19,19,19,1,2,3,19,19,19,19,19,19,19,19,19,19,19,19,19
"9817",2009,"F",13.8,19,19,19,19,19,19,19,19,19,1,19,3,4,19,19,7,19,9,10,11,19,13,19,19,19
"9818",2009,"F",16.2,19,19,19,19,19,19,19,19,19,1,19,19,19,5,19,19,8,19,19,19,19,19,19,19,19
"9819",2009,"F",14.4,19,19,19,19,19,19,19,19,19,1,2,3,19,5,19,19,19,19,19,19,19,19,19,19,19
"9821",2009,"F",14.8,19,19,19,19,19,19,19,19,19,1,19,19,19,5,19,19,19,19,19,19,19,19,19,19,19
"9822",2009,"F",21,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9823",2009,"F",21.4,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9825",2009,"F",13.8,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9826",2009,"F",23,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9827",2009,"F",21.2,19,19,19,19,19,19,19,19,19,1,19,3,4,5,6,7,8,9,19,19,19,19,19,19,19
"9828",2009,"F",16.5,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9829",2009,"F",25,19,19,19,19,19,19,19,19,19,1,19,19,19,5,6,7,19,9,10,11,19,13,14,15,16
"9831",2009,"F",15.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9832",2009,"F",17.4,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9833",2009,"F",15.2,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9834",2009,"F",18,19,19,19,19,19,19,19,19,19,1,19,3,19,5,6,7,19,19,19,19,19,19,19,19,19
"9836",2009,"F",21,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9838",2009,"F",19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"9839",2009,"F",17.6,19,19,19,19,19,19,19,19,19,1,19,19,19,5,6,19,8,19,19,19,19,19,19,19,19
"9840",2009,"F",25.8,19,19,19,19,19,19,19,19,19,1,2,3,4,19,6,7,8,9,10,19,19,19,19,19,19
"9841",2009,"F",18.8,19,19,19,19,19,19,19,19,19,1,2,3,4,5,6,7,8,9,10,11,19,13,14,15,16
"9843",2009,"F",15.8,19,19,19,19,19,19,19,19,19,1,19,3,4,5,6,7,8,9,10,11,19,13,14,19,19
"9845",2009,"F",20.8,19,19,19,19,19,19,19,19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19
"9846",2009,"F",19.4,19,19,19,19,19,19,19,19,19,1,19,3,4,5,19,19,19,19,19,11,19,13,19,19,19
"9847",2009,"F",18,19,19,19,19,19,19,19,19,19,1,19,3,4,19,19,7,19,19,19,19,19,19,19,19,19
